lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
16,0,87.0,2,26,3,2,0,0,0,1
86,1,121.5,7,14,4,2,0,0,0,1
126,1,123.3,7,8,4,1,0,0,0,1
12,0,65.0,10,27,2,1,0,0,0,1
11,1,90.33,3,6,4,1,2,0,0,1
25,1,94.35,6,12,4,0,2,0,0,1
145,1,0.0,7,5,4,0,0,0,0,1
91,0,118.8,7,14,4,3,1,0,3,0
8,0,125.0,5,1,4,0,1,0,0,0
3,1,55.5,3,1,1,5,1,0,0,1
111,1,105.4,4,26,3,3,0,0,0,1
89,1,74.8,12,22,4,3,2,3,0,1
115,0,1.0,2,27,4,1,0,0,0,1
127,0,94.5,8,1,4,3,1,3,0,0
10,2,100.38,11,22,4,5,1,0,0,1
52,1,99.9,6,20,4,3,1,0,0,1
74,0,85.5,4,8,4,1,0,3,0,0
183,1,100.3,5,6,4,3,2,0,0,0
206,1,119.85,9,27,4,4,0,0,0,0
26,1,95.96,10,31,4,5,2,0,0,1
45,2,90.64,10,31,4,5,2,0,3,1
23,1,75.0,10,21,3,3,0,0,3,1
20,1,85.5,9,1,3,5,2,0,1,1
251,1,73.35,11,21,4,1,1,3,0,1
11,1,95.48,3,16,4,3,0,0,3,1
85,0,162.3,4,7,4,3,0,0,5,0
29,3,166.25,10,5,4,2,0,0,3,1
49,2,159.3,5,7,4,1,1,0,3,1
22,0,164.33,6,27,4,5,1,0,3,0
4,0,115.2,9,20,3,0,2,0,0,1
19,1,126.0,10,13,4,4,0,0,0,1
25,2,106.88,2,26,4,2,2,0,3,1
0,0,69.99,4,20,4,1,0,0,0,1
7,1,90.0,8,12,4,4,1,0,0,0
156,0,151.2,10,6,4,3,0,0,3,0
71,1,93.08,4,24,4,2,2,0,0,1
0,1,0.0,12,7,1,0,1,0,0,1
23,2,109.0,3,18,4,1,0,0,0,1
3,0,160.8,6,11,4,1,0,0,5,1
41,1,135.9,9,25,4,0,2,0,0,0
15,0,65.0,2,2,2,1,0,0,0,1
63,1,48.51,2,16,4,3,0,3,0,1
19,0,147.0,3,18,4,2,0,1,0,0
57,0,77.85,6,27,4,2,1,3,0,0
1,1,114.0,12,30,4,1,0,3,0,1
19,1,121.75,10,1,4,3,1,0,3,1
104,0,150.3,8,24,4,4,0,0,3,0
203,2,102.85,12,29,4,3,1,0,3,1
175,1,152.15,9,11,4,2,2,1,0,0
14,1,109.0,8,17,4,1,0,3,0,0
90,1,105.3,4,11,4,0,1,0,3,1
42,0,117.9,4,2,4,1,0,0,0,1
10,0,79.0,3,6,4,0,1,3,0,0
0,0,119.0,4,15,4,2,1,0,0,1
71,1,70.13,3,17,4,3,1,0,0,1
54,0,72.0,11,12,3,1,0,0,0,1
70,1,85.0,7,11,3,5,1,0,0,1
4,2,143.33,10,16,4,1,2,0,0,1
51,1,152.1,8,22,4,2,1,0,0,1
65,1,88.91,4,1,4,3,2,0,0,1
83,0,132.3,10,10,4,3,1,0,3,0
44,0,85.5,9,16,4,4,2,0,0,1
72,2,135.9,8,18,4,3,0,0,0,1
88,1,90.3,4,4,4,2,1,0,0,1
124,1,137.7,7,16,4,1,2,0,3,0
11,0,76.29,12,2,4,2,2,3,0,1
3,1,133.0,9,7,4,0,1,0,0,1
0,1,89.0,4,7,4,2,0,3,0,1
68,0,92.83,6,18,4,1,2,0,0,0
11,3,159.0,5,22,4,0,2,0,0,1
1,1,119.0,4,12,4,1,0,3,0,1
15,1,129.0,8,20,4,2,2,3,0,0
168,0,168.3,7,4,4,2,1,0,5,0
29,0,75.05,2,19,4,2,0,3,0,0
65,0,111.0,10,19,4,2,1,0,0,1
2,0,88.0,1,2,4,3,2,0,0,1
58,0,109.8,12,8,4,2,0,0,0,0
41,1,71.52,2,22,4,2,1,0,1,1
84,0,90.95,4,8,4,2,2,0,0,0
64,0,80.1,4,1,4,1,0,0,0,1
32,0,198.9,4,30,4,1,2,0,5,0
107,0,90.95,5,7,3,3,2,0,3,1
126,2,146.7,7,23,4,1,0,0,3,1
8,0,81.0,2,19,2,1,0,0,0,0
87,0,104.4,10,26,4,3,0,0,3,0
80,2,85.5,3,25,4,2,1,0,0,1
119,0,103.7,4,28,4,4,2,0,3,0
38,0,170.1,5,30,4,1,1,0,0,0
19,0,6.0,11,7,4,1,1,0,3,1
79,1,90.95,4,12,4,5,0,0,0,1
64,1,126.0,11,18,4,2,1,0,3,1
84,0,137.7,7,13,4,4,0,0,3,0
77,1,99.9,10,30,4,0,2,0,0,1
23,0,140.0,10,29,4,1,2,0,0,0
28,0,130.33,12,31,4,3,0,0,3,0
1,1,91.0,2,27,4,1,0,3,0,1
15,0,76.5,12,8,4,5,2,3,0,1
48,0,93.5,3,20,4,3,2,0,0,1
5,0,101.0,4,5,0,3,0,0,0,1
34,0,56.16,12,17,4,1,1,3,0,1
59,0,75.0,10,29,3,2,0,0,0,1
17,1,101.0,6,13,4,0,1,0,0,1
105,0,150.3,8,26,4,2,1,0,3,0
82,0,43.33,3,26,3,1,2,0,0,1
1,0,79.5,7,26,2,2,0,0,0,1
54,0,123.3,9,2,4,2,1,0,3,0
15,0,63.6,3,13,4,3,2,3,0,0
1,0,51.5,2,7,3,1,2,0,3,1
239,1,80.75,10,24,4,3,1,3,0,1
21,1,99.33,9,29,4,1,0,3,0,1
1,2,140.0,12,31,4,1,0,3,0,1
1,2,184.5,7,8,4,2,2,0,3,1
6,0,77.0,12,3,3,2,0,0,0,1
205,1,94.5,8,21,4,1,2,3,0,0
20,0,98.4,10,12,4,5,1,0,0,1
44,0,157.5,8,31,4,3,0,1,3,0
68,3,194.4,6,4,4,1,1,0,5,1
10,2,164.0,9,11,4,1,2,0,3,1
0,2,0.0,12,12,1,0,1,0,0,1
17,1,126.0,10,5,4,0,1,0,0,1
173,0,105.3,8,4,4,1,0,0,0,0
19,1,139.0,7,2,4,2,2,3,0,0
39,0,72.0,11,19,3,1,2,0,0,1
95,1,126.9,8,5,4,2,1,0,0,1
38,1,116.65,10,11,4,3,0,0,3,1
69,1,110.99,4,14,4,5,2,0,3,0
124,1,90.9,7,3,4,0,2,0,0,1
223,0,86.2,8,31,4,9,3,3,0,0
53,1,83.92,3,15,4,5,2,0,0,1
42,1,97.02,10,2,4,1,2,0,0,1
56,0,65.49,3,6,4,2,2,0,3,1
295,1,95.4,7,21,4,3,1,0,0,1
133,0,120.7,7,6,4,4,0,0,3,0
207,1,105.3,8,5,4,2,0,0,3,0
13,1,88.4,12,14,4,4,0,0,0,1
0,1,80.75,6,13,3,2,1,0,0,1
12,0,55.72,2,6,4,2,2,3,0,1
19,1,145.0,9,5,4,1,1,0,3,0
1,1,80.0,1,29,4,2,0,3,0,1
2,1,80.0,1,19,4,4,0,3,0,1
119,2,79.2,11,4,4,2,0,3,0,0
62,0,135.9,9,11,4,1,2,0,0,0
209,1,152.1,11,6,4,2,2,0,0,0
33,0,216.0,10,5,4,2,0,0,5,0
120,1,76.5,7,14,4,5,0,0,0,0
9,1,113.0,11,2,4,4,2,3,0,1
18,1,129.0,4,2,4,1,0,3,0,1
216,1,96.3,8,5,4,1,0,0,0,0
71,0,105.0,12,6,3,4,0,0,0,1
27,1,139.0,8,22,4,2,1,3,0,0
4,2,88.26,12,7,4,4,0,3,0,1
100,2,93.6,12,2,4,2,1,0,0,0
88,1,136.06,11,7,4,3,1,0,0,0
8,2,196.0,9,18,4,0,2,0,0,1
33,2,122.4,6,19,4,1,2,0,3,1
54,2,93.6,12,5,4,1,1,0,0,1
20,0,79.0,3,31,2,2,0,0,0,0
160,1,90.95,6,30,4,3,1,0,0,1
10,2,98.33,11,28,4,2,1,0,0,1
18,2,98.6,5,29,4,2,2,0,0,1
161,0,91.38,7,31,4,2,2,3,0,0
26,2,123.0,11,17,4,2,0,0,3,1
65,0,134.0,8,26,3,2,2,0,0,1
2,0,88.0,3,16,0,2,0,0,0,1
43,1,88.2,3,20,4,1,2,3,0,1
45,1,93.6,12,25,4,1,2,0,0,1
32,1,202.05,9,24,4,1,1,0,5,0
25,1,85.0,3,15,4,2,0,0,0,1
37,0,135.45,3,24,4,2,0,0,3,1
2,1,89.0,4,16,4,1,0,3,0,1
79,0,125.38,4,28,4,3,1,0,3,1
13,1,202.54,9,12,4,1,1,0,3,0
109,2,149.4,9,20,4,3,0,0,3,1
74,0,112.0,2,21,3,3,2,0,5,1
43,0,126.6,4,27,4,3,0,0,3,1
88,1,85.0,9,12,3,0,1,0,0,1
157,1,117.68,11,6,4,2,2,0,0,0
89,1,85.0,9,4,3,5,2,0,0,1
0,0,86.0,1,2,4,1,1,0,0,1
7,1,93.0,2,20,4,1,0,0,0,1
25,2,142.45,6,13,4,2,1,0,3,1
44,0,135.4,5,27,2,2,2,0,4,0
47,2,94.5,10,20,4,2,0,0,0,1
7,0,68.0,6,27,3,3,1,0,0,1
49,2,115.2,12,5,4,1,2,0,0,1
23,0,96.3,10,9,3,1,0,0,3,1
6,2,116.0,12,18,4,1,2,0,0,1
142,0,99.3,8,24,4,3,0,0,0,1
13,0,67.0,2,17,2,1,0,0,0,1
52,1,107.0,3,19,3,1,2,1,0,1
32,1,94.94,9,2,4,2,1,0,3,1
154,0,90.95,6,28,4,4,0,0,0,0
10,1,108.67,11,25,4,2,1,0,0,1
0,0,65.0,3,14,2,2,1,0,0,1
35,2,74.8,12,2,4,2,2,3,0,1
49,1,112.2,4,10,4,2,2,0,3,1
43,0,107.1,4,2,4,1,1,0,0,0
4,1,80.3,1,12,4,3,0,0,0,1
4,1,139.0,7,8,4,2,1,3,0,1
154,2,112.5,7,1,4,2,1,0,0,0
52,1,115.09,10,31,4,5,1,0,3,1
39,2,88.4,11,15,4,3,0,0,0,1
142,1,95.79,8,21,4,3,2,0,1,1
25,1,93.0,2,11,4,3,0,0,0,1
104,0,105.3,7,16,4,1,1,0,0,0
226,0,112.0,9,2,4,2,1,3,0,0
0,0,0.0,10,31,1,1,0,0,5,1
102,0,75.0,5,16,3,2,1,0,0,1
191,1,99.95,7,16,4,5,2,0,0,1
10,0,92.0,2,2,4,2,0,0,0,1
0,0,68.53,3,21,4,0,1,3,0,1
0,1,83.2,12,7,4,1,0,0,0,1
18,1,146.0,5,10,4,3,0,0,3,1
128,2,96.05,7,8,4,3,2,3,0,1
54,1,123.3,9,2,4,2,0,0,3,0
157,0,72.25,7,7,3,3,1,0,0,1
0,0,114.0,8,10,4,3,1,0,0,1
34,2,103.5,10,12,4,1,1,0,0,1
46,2,138.6,12,8,4,3,0,0,3,1
152,1,114.3,8,10,4,2,0,0,0,0
3,0,119.0,8,17,2,4,1,0,0,0
128,2,117.0,4,9,4,1,2,0,3,0
44,1,66.29,2,21,4,5,2,3,0,1
39,1,115.0,3,13,3,1,2,0,0,1
175,0,76.5,8,5,4,1,0,0,0,0
1,0,116.0,9,4,3,2,0,0,0,1
4,0,184.0,8,29,4,0,1,0,3,1
140,3,128.7,7,2,4,1,1,0,3,1
53,1,75.95,2,20,4,2,2,0,0,1
2,1,94.35,11,14,4,3,1,0,0,1
86,2,90.0,11,4,4,2,1,0,0,1
11,1,124.0,9,2,4,2,0,3,0,1
2,0,72.1,2,26,3,2,0,0,0,1
175,0,126.9,9,18,4,0,2,0,0,0
53,0,131.14,9,4,4,5,2,0,3,0
150,2,90.0,6,16,3,3,0,1,0,1
214,1,100.51,8,18,4,6,2,0,3,0
152,2,114.63,7,21,4,5,2,0,3,0
2,1,200.0,9,19,4,1,0,0,3,1
38,0,126.0,10,2,4,2,2,0,0,1
29,1,64.67,12,1,4,3,1,0,0,1
156,0,84.24,5,18,4,1,0,0,0,0
199,1,128.7,8,28,4,0,1,0,3,0
127,1,146.92,10,2,4,3,2,0,5,1
53,0,192.0,4,28,4,3,0,0,5,1
18,0,74.8,12,17,4,2,2,3,0,1
4,2,120.0,2,5,4,2,0,0,0,1
32,1,70.0,12,27,3,5,1,0,0,1
61,1,97.0,11,11,4,2,1,3,0,1
83,1,97.54,7,23,4,1,2,0,1,1
82,0,85.0,9,6,3,5,0,0,0,1
0,0,12.0,3,24,4,1,0,0,1,1
1,2,159.38,11,8,4,4,0,3,0,1
65,0,60.0,2,10,3,3,0,0,0,1
215,0,97.71,9,28,4,2,0,0,0,0
8,0,151.0,8,6,4,1,2,0,0,0
13,0,102.33,6,12,4,1,2,3,0,1
63,1,130.0,5,16,2,2,1,0,0,0
232,1,104.13,8,29,4,10,4,0,3,0
200,4,115.6,10,3,3,4,1,0,3,1
75,0,88.83,3,17,4,3,1,0,3,1
155,1,96.12,8,22,4,5,2,0,0,1
91,0,70.14,10,2,4,2,2,0,0,1
0,0,153.0,8,8,4,1,2,3,5,1
142,0,109.8,6,26,4,1,2,0,3,1
14,2,127.0,3,17,4,3,0,0,0,1
122,1,87.58,7,23,4,7,4,0,3,1
125,2,132.3,10,17,4,0,1,0,3,1
2,0,65.0,11,25,2,1,0,0,0,1
2,1,106.5,12,18,4,0,2,0,0,1
170,1,95.2,7,18,4,3,1,0,0,0
75,2,120.7,12,24,4,2,2,1,0,1
38,0,135.9,5,7,4,1,1,0,0,0
141,2,168.3,9,5,4,2,1,0,3,1
26,0,161.0,10,17,4,1,2,0,0,1
104,2,6.0,8,11,4,3,0,0,1,1
0,1,0.0,3,21,1,1,1,0,6,1
20,0,80.0,1,18,2,1,1,0,0,1
156,1,99.88,6,8,4,4,0,3,0,0
41,1,150.3,7,2,4,2,2,0,3,1
0,0,88.0,3,28,2,0,1,0,0,1
50,0,60.0,11,11,3,3,0,0,3,1
14,1,139.0,2,14,4,5,2,0,3,1
19,3,130.0,2,19,4,3,2,0,3,1
29,0,67.0,4,5,2,3,0,0,0,1
24,1,141.0,3,26,4,1,1,0,0,1
98,3,108.0,10,9,4,1,2,3,0,1
35,1,98.1,5,24,4,1,0,3,0,1
36,0,71.25,10,29,3,3,1,0,3,1
64,1,105.3,4,11,4,2,1,0,0,1
4,0,90.6,9,30,3,1,0,1,0,1
26,1,89.0,4,18,4,1,1,3,0,1
279,0,177.3,9,20,4,5,2,0,5,0
123,0,89.92,3,30,4,3,0,0,1,0
10,0,63.75,10,22,3,3,1,0,3,1
178,1,137.25,8,1,4,4,1,0,3,0
40,1,96.9,12,7,4,4,0,0,3,1
325,1,189.55,11,6,4,3,2,0,0,0
7,0,125.8,12,29,4,2,0,0,3,1
46,5,68.07,11,18,4,3,2,0,0,1
52,2,158.4,10,17,4,1,1,0,3,1
29,2,139.0,9,9,4,1,0,3,0,1
24,2,172.0,5,1,4,0,2,0,3,1
8,2,136.0,10,18,4,2,2,0,3,1
105,2,118.8,9,4,4,2,2,3,0,1
105,1,99.45,6,26,4,2,2,0,0,1
16,0,165.67,3,25,4,2,1,0,0,0
122,2,75.9,11,14,4,3,1,3,0,0
72,1,89.25,10,21,4,4,0,0,0,1
4,1,67.5,1,16,4,1,0,3,0,1
52,3,152.1,8,18,4,3,1,0,0,1
57,2,141.84,9,7,4,4,1,0,3,1
1,2,75.0,11,29,3,1,0,0,0,1
0,1,0.0,10,2,1,1,0,0,4,1
38,1,0.0,12,5,1,1,1,0,0,1
2,0,139.0,6,28,4,1,0,0,0,0
9,0,221.0,5,11,4,4,0,0,5,0
36,2,135.9,7,9,4,1,2,0,0,1
27,3,101.43,11,11,4,4,2,0,3,1
151,1,110.58,7,11,4,3,1,0,0,0
21,1,122.19,12,1,4,3,1,1,0,1
106,2,140.0,12,25,4,1,2,0,3,1
18,0,171.0,2,11,4,3,0,0,5,1
170,0,95.63,8,16,4,4,0,3,0,0
0,0,135.67,7,8,4,2,1,3,0,1
191,1,106.2,5,15,4,0,1,0,0,0
37,0,113.4,6,20,4,3,1,0,3,0
59,1,79.05,3,20,4,3,2,3,0,1
54,1,121.68,9,9,3,2,0,3,0,1
151,1,72.25,8,5,3,2,1,0,0,1
0,0,75.0,8,11,4,1,0,0,0,1
10,1,139.0,7,16,4,1,0,3,0,0
62,1,115.04,9,27,4,2,0,0,3,1
9,2,90.0,8,23,4,4,2,0,0,1
109,0,81.25,3,27,4,2,2,3,0,0
2,0,75.0,10,27,2,1,0,0,0,1
48,1,69.5,3,5,4,1,2,3,0,1
85,1,119.85,5,16,4,3,1,0,0,1
55,2,124.1,3,20,4,3,2,0,3,1
25,0,85.0,10,9,3,2,2,0,0,1
45,0,149.4,5,12,4,3,2,0,3,1
11,0,174.33,7,18,3,2,1,0,4,1
14,2,152.0,11,11,4,1,0,0,0,1
48,1,105.3,3,9,4,3,0,0,3,1
158,0,75.6,7,16,4,1,0,3,0,0
96,0,99.45,4,27,4,4,2,0,0,0
40,1,88.4,11,15,4,5,0,0,0,1
106,0,108.3,7,11,4,2,1,0,0,0
61,2,126.9,5,13,4,2,1,0,0,1
0,0,176.0,5,20,4,1,0,0,3,1
230,0,96.3,10,19,4,3,0,0,0,0
57,2,132.3,10,13,4,3,0,0,3,1
16,0,135.0,10,7,4,1,0,3,0,0
94,0,137.4,6,3,4,2,1,0,3,0
0,0,70.03,4,19,4,3,0,0,3,1
0,1,117.04,9,22,4,2,0,3,0,1
157,1,132.9,6,14,4,3,0,0,3,0
308,0,68.69,9,1,4,3,0,3,0,0
0,0,83.5,10,25,3,0,2,1,0,1
8,0,89.2,1,2,4,4,2,0,0,1
9,1,166.0,7,13,4,3,0,0,3,1
151,0,119.97,6,16,4,5,2,0,3,0
138,1,109.8,6,29,4,3,0,0,3,0
13,1,187.0,7,24,4,0,2,0,3,1
102,0,159.3,6,10,4,2,1,0,0,1
5,2,200.33,10,28,4,2,1,1,0,1
4,1,65.0,10,11,2,3,0,0,0,1
3,1,131.0,4,27,4,2,0,0,0,1
42,0,68.0,11,24,3,3,1,0,0,1
1,0,84.0,7,26,2,1,0,0,0,1
147,0,90.0,12,5,4,2,1,0,0,0
12,2,157.0,4,11,4,2,1,0,3,1
35,1,248.49,9,18,4,0,2,0,1,1
86,0,40.67,3,23,3,3,0,0,0,1
152,0,133.17,7,16,4,4,2,1,0,0
11,1,136.0,10,4,4,0,2,0,3,1
281,2,79.62,12,26,4,5,1,0,0,0
15,0,124.0,8,2,4,2,0,3,0,1
0,2,0.0,2,3,1,1,0,0,3,1
10,0,119.5,5,18,4,2,0,0,1,0
41,0,104.53,6,27,4,5,2,3,0,0
17,1,118.58,9,8,4,1,0,0,3,1
64,0,158.4,8,8,4,1,1,0,3,1
43,1,130.0,11,11,4,2,0,0,0,1
0,0,115.0,8,10,4,2,1,0,0,1
58,0,60.0,11,18,3,4,0,0,3,1
0,0,149.0,9,8,4,1,0,3,0,1
100,1,152.1,8,16,4,2,0,0,3,1
1,0,75.0,8,28,3,1,2,3,0,1
2,0,91.0,10,9,3,1,0,1,0,1
113,2,92.94,7,5,4,5,1,0,3,1
78,1,88.4,12,8,4,3,1,0,0,1
188,2,123.75,8,9,4,5,2,0,0,0
165,0,146.7,8,12,4,2,1,0,0,0
33,3,57.6,12,1,4,3,1,3,0,1
116,0,60.0,2,28,3,2,2,0,0,0
103,0,80.1,10,31,4,0,1,3,0,1
12,0,129.0,6,27,4,0,1,3,0,0
105,0,80.75,4,18,3,2,1,0,0,1
2,0,94.0,11,2,0,2,0,0,3,1
2,0,0.0,3,14,4,0,0,0,0,1
11,0,124.0,12,6,4,1,0,0,0,1
12,3,124.0,9,14,4,2,1,0,0,1
9,0,89.0,4,8,4,1,0,3,0,0
0,1,79.0,2,26,4,1,0,3,0,1
23,2,110.0,8,31,4,4,0,3,0,1
20,2,175.0,8,21,4,1,2,0,3,1
8,2,240.0,8,10,4,2,0,0,5,1
49,3,109.8,9,4,4,0,2,0,0,1
48,0,75.0,11,1,3,4,0,0,0,1
153,1,121.5,5,28,4,1,2,0,3,0
70,2,74.8,12,3,4,2,2,3,0,1
10,2,140.0,8,18,4,1,0,0,0,1
34,0,69.3,10,18,3,0,1,0,0,1
127,0,143.1,9,1,4,3,1,0,3,0
18,0,80.75,5,30,3,3,1,0,0,1
1,2,111.0,7,20,4,1,0,0,0,1
111,1,146.7,8,8,4,3,1,0,3,0
86,1,107.69,7,1,3,2,1,0,0,1
82,1,81.9,4,1,4,2,1,0,0,1
26,0,232.33,9,19,4,2,1,0,5,0
42,1,76.05,3,22,3,3,0,0,0,1
134,0,133.2,8,23,4,4,0,0,3,0
6,0,163.67,7,4,4,2,1,0,0,0
66,1,149.4,9,8,4,3,1,0,3,0
131,2,72.77,8,5,4,2,0,3,0,1
9,2,190.5,9,24,4,3,1,0,0,1
88,0,71.0,10,7,2,2,0,0,0,1
238,3,124.2,9,13,4,3,0,0,0,1
54,1,77.25,11,11,4,3,2,0,0,1
89,0,150.3,8,23,4,5,0,0,3,0
40,2,98.1,3,10,4,3,1,0,0,1
6,0,95.0,6,23,4,1,0,0,0,0
60,0,49.5,9,21,3,1,1,0,0,1
46,0,60.0,11,3,3,2,0,0,3,1
219,1,102.85,10,3,4,3,1,0,0,0
1,0,81.0,12,14,4,0,1,0,0,1
14,0,65.0,11,16,2,1,0,0,0,1
150,1,114.66,8,30,4,5,0,0,0,1
50,2,126.3,11,10,4,3,0,0,0,1
10,1,114.73,9,7,4,1,0,0,0,1
3,0,107.0,3,4,4,2,0,0,0,1
71,0,183.5,10,22,3,1,1,1,3,1
131,0,36.25,8,15,4,1,2,1,0,0
118,0,63.75,8,20,3,1,0,0,0,0
2,0,123.0,10,18,2,1,2,0,0,1
164,0,116.1,9,19,4,6,3,3,0,0
104,2,159.3,5,14,4,1,2,0,3,1
17,0,85.0,2,22,4,0,1,0,0,0
6,0,67.0,9,26,2,0,1,0,0,1
106,1,96.3,3,24,4,3,0,0,0,0
59,2,137.7,4,21,4,1,0,0,3,1
36,1,126.9,5,11,4,4,0,0,0,1
13,0,104.0,4,26,4,2,0,3,0,1
38,0,95.2,12,27,4,4,0,3,0,1
3,1,94.0,11,10,2,3,0,0,3,1
1,1,89.0,4,8,4,1,0,3,0,1
19,1,231.0,8,11,4,3,0,0,5,0
0,0,131.0,4,6,2,1,0,0,0,1
90,1,51.71,3,20,4,3,2,3,0,1
67,0,119.16,9,4,4,3,2,0,3,0
40,0,114.3,4,17,4,0,2,0,3,0
1,0,80.0,1,19,3,3,0,0,0,1
55,1,133.65,6,17,4,2,2,0,3,1
32,0,85.5,10,9,3,1,2,0,0,1
7,2,205.0,10,7,4,2,1,0,3,1
32,1,101.03,8,29,4,3,1,3,0,0
31,0,116.1,3,26,4,1,1,3,0,0
29,0,85.0,9,17,3,1,1,3,0,0
18,2,88.0,11,17,4,3,0,3,0,1
18,0,130.9,12,12,4,3,1,0,3,1
80,0,75.95,3,8,4,4,0,0,0,1
78,1,60.0,2,20,3,2,2,0,0,1
143,0,77.03,4,22,4,2,0,0,0,1
123,1,76.5,8,12,4,2,0,0,0,1
1,0,110.0,9,10,0,3,2,0,3,1
22,0,114.0,9,18,4,1,0,0,0,1
13,1,90.6,11,22,3,0,2,0,0,1
20,1,79.0,11,28,2,1,1,0,0,1
10,1,131.0,4,22,4,1,0,0,0,1
11,0,92.8,4,7,3,1,0,0,3,1
36,0,94.35,6,26,4,0,2,0,0,1
114,0,76.5,7,11,4,1,2,0,0,0
40,2,150.3,7,6,4,1,0,0,3,1
1,2,135.4,10,10,3,1,1,3,0,1
23,3,146.2,4,10,4,3,2,0,3,1
16,1,160.0,7,14,4,2,0,0,0,1
113,0,167.45,5,1,4,5,2,0,5,0
32,1,144.0,10,28,4,2,0,0,3,0
116,0,75.27,6,30,4,3,2,3,0,1
214,1,90.95,8,9,4,5,2,0,0,1
217,1,121.55,10,16,4,2,2,0,3,0
32,1,80.3,2,5,4,3,2,0,0,1
0,0,106.65,9,29,4,1,0,3,0,1
35,0,69.53,2,15,4,1,1,0,1,1
67,1,135.9,8,4,4,3,1,0,0,1
150,1,126.86,6,30,4,6,2,0,3,0
349,0,78.3,12,24,4,1,2,0,0,0
2,0,72.5,8,15,4,1,2,1,0,0
1,0,67.0,3,30,2,3,0,0,0,1
122,0,121.5,7,27,4,1,0,0,0,0
35,1,152.1,8,9,4,1,0,0,0,1
74,0,93.6,11,4,4,2,0,0,0,0
129,3,101.18,12,8,4,2,0,0,3,1
53,0,101.1,6,27,4,2,1,3,0,0
6,1,114.0,9,21,4,3,1,0,0,1
57,1,139.5,10,14,4,2,0,0,3,0
81,1,76.5,7,26,4,1,2,0,0,0
9,1,95.0,6,17,3,2,1,0,0,1
124,0,143.1,9,20,4,5,1,0,3,0
188,2,72.76,7,22,3,2,2,0,0,1
17,0,208.0,12,31,4,1,0,0,5,1
22,0,124.0,9,19,4,1,1,0,0,1
54,0,121.5,4,30,4,1,1,0,0,0
129,0,80.75,10,24,3,3,1,0,0,1
1,0,12.0,8,22,4,2,2,0,0,0
13,0,235.94,10,7,4,3,2,0,6,0
8,1,200.2,9,30,4,1,0,0,5,1
96,1,79.0,11,6,2,3,2,0,0,1
5,0,47.25,8,15,3,1,2,1,0,1
84,1,141.69,7,31,4,5,2,0,3,1
28,0,93.6,6,12,4,7,4,0,3,1
153,1,114.75,8,20,4,3,2,0,0,0
20,0,122.2,3,19,4,3,2,0,0,1
57,0,130.05,4,5,4,4,0,0,3,0
245,0,128.7,10,28,4,2,1,0,0,0
33,0,121.5,3,26,4,1,1,0,0,0
43,0,68.0,3,25,3,2,1,0,0,1
68,0,107.95,7,4,3,1,1,1,3,1
20,1,86.4,9,1,3,5,2,0,1,1
213,0,92.65,10,1,4,2,2,3,0,0
82,0,80.75,4,11,3,2,1,0,0,1
85,2,151.2,10,7,4,2,0,0,3,1
41,0,114.3,3,12,4,1,2,0,3,1
128,0,80.75,9,15,3,1,0,0,0,1
20,1,145.0,9,24,4,3,2,0,0,1
133,0,126.0,7,11,4,1,1,0,0,1
44,0,116.0,4,13,4,4,0,3,0,0
16,3,187.0,7,1,4,2,0,0,3,1
16,1,69.35,3,4,4,2,1,0,3,1
79,0,82.45,3,30,4,4,2,0,0,0
138,0,102.25,7,5,3,5,1,1,0,1
10,0,129.0,5,15,2,9,4,0,0,1
148,2,108.19,5,18,4,4,0,0,3,1
60,1,135.9,8,13,4,1,2,0,0,1
5,0,74.0,12,2,2,1,0,0,0,1
20,0,85.0,10,16,3,0,2,0,0,1
0,0,0.0,7,19,1,1,0,0,0,1
15,1,127.0,3,18,4,2,0,0,0,1
46,1,60.0,11,6,3,2,1,0,3,1
69,1,75.0,12,1,3,3,0,0,0,1
0,0,65.0,1,18,2,1,1,0,0,1
210,0,0.0,10,8,4,3,1,1,0,1
15,0,111.0,5,29,4,0,2,0,0,0
42,2,88.4,12,11,4,3,2,0,0,1
160,1,96.9,7,5,3,1,0,0,0,1
0,1,45.0,7,27,3,1,0,0,0,1
28,1,103.87,9,22,4,4,0,0,0,1
46,0,75.0,11,4,3,2,0,0,0,1
31,0,71.1,2,20,4,1,2,3,0,0
113,1,90.0,12,8,4,1,0,0,0,0
32,2,142.2,4,16,4,1,1,0,0,1
30,0,133.58,5,21,4,2,2,0,0,1
11,0,90.0,2,5,4,1,0,3,0,1
9,1,121.0,6,12,4,2,2,0,0,1
169,1,103.5,7,13,4,3,0,3,0,0
52,1,120.6,10,28,4,2,2,0,3,1
5,1,130.0,2,3,4,1,0,0,3,1
0,2,159.0,6,22,4,1,0,0,0,1
208,2,88.77,10,23,4,2,2,0,1,1
21,1,88.4,12,20,4,5,2,0,0,1
21,0,112.67,2,27,4,1,2,0,3,0
14,0,58.0,12,16,3,3,0,0,0,1
49,0,116.1,5,6,4,2,0,3,0,0
9,1,116.27,8,14,4,1,2,0,0,1
7,1,79.67,1,20,4,3,0,3,0,1
3,0,136.0,10,18,4,1,2,0,3,1
4,0,160.0,9,25,4,0,2,3,0,1
10,0,119.0,10,14,4,2,1,0,0,0
